instance,populationSize,crossoverProb,mutationProb,run,solutionIndex,f1_makespan,f2_dissatisfaction,timeMillis
instancia_mediana.json,60,0,70,0,05,0,0,97,0000,223,0000,648
instancia_mediana.json,60,0,70,0,05,0,1,89,0000,224,0000,648
instancia_mediana.json,60,0,70,0,05,1,0,88,0000,223,0000,361
instancia_mediana.json,60,0,70,0,05,2,0,92,0000,223,0000,366
instancia_mediana.json,60,0,70,0,05,3,0,90,0000,223,0000,356
instancia_mediana.json,60,0,70,0,05,4,0,90,0000,223,0000,353
instancia_mediana.json,60,0,70,0,05,5,0,89,0000,223,0000,362
instancia_mediana.json,60,0,70,0,05,6,0,90,0000,223,0000,352
instancia_mediana.json,60,0,70,0,05,7,0,90,0000,223,0000,342
instancia_mediana.json,60,0,70,0,05,8,0,88,0000,223,0000,364
instancia_mediana.json,60,0,70,0,05,9,0,89,0000,223,0000,392
instancia_mediana.json,60,0,70,0,05,10,0,87,0000,223,0000,343
instancia_mediana.json,60,0,70,0,05,11,0,89,0000,223,0000,355
instancia_mediana.json,60,0,70,0,05,12,0,89,0000,223,0000,339
instancia_mediana.json,60,0,70,0,05,13,0,89,0000,223,0000,344
instancia_mediana.json,60,0,70,0,05,14,0,87,0000,223,0000,360
instancia_mediana.json,60,0,70,0,05,15,0,89,0000,223,0000,359
instancia_mediana.json,60,0,70,0,05,16,0,89,0000,223,0000,373
instancia_mediana.json,60,0,70,0,05,17,0,89,0000,223,0000,352
instancia_mediana.json,60,0,70,0,05,18,0,87,0000,223,0000,375
instancia_mediana.json,60,0,70,0,05,19,0,96,0000,223,0000,345
instancia_mediana.json,60,0,70,0,05,20,0,91,0000,223,0000,340
instancia_mediana.json,60,0,70,0,05,21,0,92,0000,223,0000,362
instancia_mediana.json,60,0,70,0,05,22,0,87,0000,223,0000,353
instancia_mediana.json,60,0,70,0,05,23,0,90,0000,223,0000,369
instancia_mediana.json,60,0,70,0,05,24,0,87,0000,223,0000,402
instancia_mediana.json,60,0,70,0,05,25,0,92,0000,223,0000,410
instancia_mediana.json,60,0,70,0,05,25,1,88,0000,225,0000,410
instancia_mediana.json,60,0,70,0,05,25,2,89,0000,224,0000,410
instancia_mediana.json,60,0,70,0,05,26,0,90,0000,223,0000,351
instancia_mediana.json,60,0,70,0,05,27,0,90,0000,223,0000,355
instancia_mediana.json,60,0,70,0,05,28,0,87,0000,223,0000,361
instancia_mediana.json,60,0,70,0,05,29,0,87,0000,223,0000,351
instancia_mediana.json,60,0,70,0,10,0,0,88,0000,223,0000,373
instancia_mediana.json,60,0,70,0,10,1,0,98,0000,223,0000,358
instancia_mediana.json,60,0,70,0,10,2,0,90,0000,223,0000,366
instancia_mediana.json,60,0,70,0,10,3,0,88,0000,223,0000,361
instancia_mediana.json,60,0,70,0,10,4,0,89,0000,223,0000,444
instancia_mediana.json,60,0,70,0,10,5,0,87,0000,223,0000,370
instancia_mediana.json,60,0,70,0,10,6,0,87,0000,223,0000,353
